Pmea1	9034	15480	Plob13	5308902	5313476
Pmea1	36033	42479	Plob36	1126390	1138548
Pmea1	57828	64049	Plob13	5323399	5324260
Pmea1	96935	111526	Plob13	4524295	4527693
Pmea1	293152	298315	Plob13	1725933	1733294
Pmea1	301480	312161	Plob13	1801646	1810763
Pmea1	318860	326025	Plob13	1823659	1824908
Pmea1	326222	336115	Plob13	1902727	1909434
Pmea1	364348	371317	Plob13	1911576	1921286
Pmea1	376995	379172	Plob13	1927672	1941762
Pmea1	382742	384203	Plob13	1949639	1962942
Pmea1	387529	400768	Plob13	2066168	2077599
Pmea1	400963	409043	Plob13	2258492	2284440
Pmea1	426293	434599	Plob13	2383318	2412055
Pmea1	476431	476956	Plob36	3062450	3062990
Pmea1	490436	491635	Plob111	450598	455028
Pmea1	503947	505228	Plob13	1711071	1712192
Pmea1	507201	511091	Plob13	1705873	1706820
Pmea1	512994	518581	Plob13	1672607	1686486
Pmea1	525809	532644	Plob13	1266807	1309621
Pmea1	553665	559284	Plob140	1376120	1376899
Pmea1	560213	568424	Plob140	1292910	1303764
Pmea1	569661	570722	Plob140	1178288	1280242
Pmea1	577080	586466	Plob140	1171064	1178169
Pmea1	589060	590052	Plob140	1125796	1144087
Pmea1	645810	650308	Plob140	1067266	1078760
Pmea1	654856	659749	Plob140	1118789	1124521
Pmea1	662747	664367	Plob140	1063371	1065468
Pmea1	666000	678173	Plob140	1042044	1053942
Pmea1	681455	693488	Plob140	1023097	1030625
Pmea1	722314	726159	Plob140	1018640	1019759
Pmea1	729721	741690	Plob140	980806	1013346
Pmea1	741347	749410	Plob140	961890	969570
Pmea1	813807	816113	Plob13	4567565	4590946
Pmea1	822460	823287	Plob140	818058	823195
Pmea1	824196	842132	Plob140	667447	688333
Pmea1	845647	856335	Plob140	595432	650220
Pmea1	856949	866474	Plob140	567739	578145
Pmea1	875415	911045	Plob140	553314	567063
Pmea1	916774	925807	Plob140	523500	549258
Pmea1	994562	1000112	Plob140	504024	509436
Pmea1	1144548	1163432	Plob140	489411	503512
Pmea1	1166703	1167857	Plob140	465217	488763
Pmea1	1175543	1180931	Plob140	400649	408242
Pmea1	1185821	1187653	Plob140	399569	400519
Pmea1	1188942	1198533	Plob140	395652	395954
Pmea1	1198212	1210521	Plob140	379938	390191
Pmea1	1277203	1289751	Plob140	368993	377420
Pmea1	1321926	1341337	Plob140	336162	337172
Pmea1	1344995	1348402	Plob140	330104	331081
Pmea1	1350677	1356711	Plob140	305817	315194
Pmea1	1357266	1405812	Plob140	294854	295924
Pmea1	1421173	1429002	Plob13	3233789	3239643
Pmea1	1459161	1460497	Plob140	280785	290770
Pmea1	1477424	1477720	Plob2	22755	24397
Pmea1	1537678	1539548	Plob162	1031896	1039456
Pmea1	1567583	1576195	Plob162	974933	981292
Pmea1	1575914	1585636	Plob162	1041443	1060715
Pmea1	1587950	1589695	Plob162	1069967	1072557
Pmea1	1662083	1664722	Plob57	638885	655194
Pmea1	1692713	1698370	Plob162	1095654	1097874
Pmea1	1790909	1797300	Plob162	1262581	1268325
Pmea1	1797355	1806947	Plob162	1244159	1262426
Pmea1	1807010	1812211	Plob162	1234820	1241206
Pmea1	1814142	1824712	Plob162	1216355	1233750
Pmea1	1826155	1834697	Plob173	914262	923762
