Plob1	660	31225	Plut451	224503	248510
Plob1	129619	149811	Plut451	191338	221531
Plob1	176540	177528	Plut451	160272	172731
Plob1	232655	233209	Plut451	122095	122652
Plob1	296848	297462	Plut451	46838	47338
Plob1	312038	327771	Plut451	15217	34548
Plob1	465621	489626	Plut53	1436627	1467675
Plob1	499440	507843	Plut53	1421459	1430728
Plob1	507928	523350	Plut53	1393709	1404369
Plob1	538665	552626	Plut53	1366441	1386321
Plob1	552721	561528	Plut53	1355928	1364750
Plob1	605124	651683	Plut53	1296475	1308551
Plob1	671005	742125	Plut53	1157201	1185946
Plob1	742637	748311	Plut53	1150371	1156645
Plob1	750104	756375	Plut53	1142133	1148575
Plob1	757517	777753	Plut53	1119919	1141109
Plob1	777955	783407	Plut53	1114764	1119789
Plob1	821574	848925	Plut53	1038022	1077591
Plob1	849751	850818	Plut53	1036228	1037295
Plob1	853553	870385	Plut53	1010287	1033800
Plob1	875320	879010	Plut53	995567	1005753
Plob1	893579	897962	Plut53	978319	983297
Plob1	930879	935634	Plut53	958337	961171
Plob1	950079	973699	Plut546	311456	321575
Plob1	976207	1002241	Plut546	304188	311224
Plob1	1005872	1006213	Plut546	288750	290837
Plob1	1009367	1018784	Plut546	269933	280328
Plob1	1020393	1034582	Plut546	260502	265967
Plob1	1035911	1057856	Plut546	227447	229404
Plob1	1086585	1104878	Plut546	223332	235230
Plob1	1110631	1115029	Plut546	203577	213605
Plob1	1117562	1123297	Plut546	179209	180805
Plob1	1123531	1134361	Plut546	165553	176529
Plob1	1137382	1154411	Plut546	159686	165502
Plob1	1163410	1173641	Plut546	152676	157942
Plob1	1182095	1183147	Plut546	119969	152601
Plob1	1186210	1188140	Plut546	114639	116240
Plob1	1225776	1238522	Plut546	92530	113403
Plob1	1242889	1253652	Plut546	83092	91502
Plob1	1261573	1267475	Plut546	78799	79140
Plob1	1275417	1298312	Plut546	43237	75256
Plob1	1298676	1311527	Plut546	14188	39226
Plob1	1328001	1340945	Plut625	262949	271987
Plob1	1354281	1381608	Plut625	234592	243943
Plob1	1388264	1411000	Plut625	179761	217640
Plob1	1439686	1440261	Plut625	157519	158094
Plob1	1451597	1452157	Plut625	145576	146136
Plob1	1475001	1479434	Plut625	116967	122183
Plob1	1491063	1492187	Plut625	100166	101281
Plob1	1493493	1505773	Plut625	86464	99982
Plob1	1512542	1521202	Plut625	44094	51736
Plob1	1532231	1541338	Plut625	5575	15438
Plob1	1547522	1555798	Plut625	21305	30867
Plob1	1560086	1562466	Plut232	631061	633435
Plob1	1565951	1595733	Plut232	598152	628699
Plob1	1596125	1605788	Plut232	587141	598075
Plob1	1605795	1610561	Plut232	583864	586098
Plob1	1620929	1623109	Plut232	569111	571285
Plob1	1627135	1629342	Plut232	562829	565036
Plob1	1637816	1656662	Plut232	551380	557979
Plob1	1659486	1660780	Plut232	530567	531912
Plob1	1726904	1729398	Plut232	444153	451299
Plob1	1732367	1766047	Plut232	407122	444070
Plob1	1770372	1777323	Plut232	397293	404633
Plob1	1782308	1788657	Plut232	386821	392885
Plob1	1814692	1820369	Plut232	354911	361596
Plob1	1821870	1828935	Plut232	345111	351298
Plob1	1855288	1855989	Plut232	289813	306845
Plob1	1856897	1857976	Plut232	317456	326218
Plob1	1870211	1878171	Plut232	271415	288303
Plob1	1917255	1920895	Plut232	248433	255349
Plob1	1928022	1955613	Plut232	218061	244961
Plob1	1961150	2046633	Plut232	119931	212381
Plob1	2062253	2070366	Plut232	96062	104206
Plob1	2098742	2113394	Plut232	73694	76128
Plob1	2171594	2191780	Plut232	56231	57226
Plob1	2196423	2197523	Plut232	51066	52166
Plob1	2204624	2206807	Plut232	42161	44359
Plob1	2209735	2230285	Plut232	20674	39208
Plob1	2261444	2268526	Plut89	1067687	1081323
Plob1	2283180	2304351	Plut89	1026358	1058639
Plob1	2304550	2310740	Plut89	1018647	1026305
Plob1	2314269	2315318	Plut89	1014357	1015406
Plob1	2331148	2339388	Plut89	985235	997229
Plob1	2343316	2366770	Plut89	960932	980977
Plob1	2396943	2400231	Plut89	935722	936678
Plob1	2402127	2418650	Plut89	910724	931457
Plob1	2423724	2451020	Plut89	882513	910900
Plob1	2477110	2478408	Plut89	867327	868625
Plob1	2478540	2508919	Plut89	827930	867089
Plob1	2516817	2579652	Plut89	771816	804854
Plob1	2590530	2597651	Plut89	754260	763524
Plob1	2600819	2614343	Plut89	738000	752105
Plob1	2678313	2693063	Plut89	656939	676068
Plob1	2697135	2701783	Plut89	648449	652945
Plob1	2702231	2707030	Plut89	639282	648382
Plob1	2706826	2714621	Plut89	632418	644130
Plob1	2714985	2724519	Plut89	573436	574002
Plob1	2803736	2806739	Plut89	549971	555344
Plob1	2820947	2839889	Plut89	519025	538501
Plob1	2842956	2846201	Plut89	511126	516043
Plob1	2850706	2851289	Plut89	506173	509230
Plob1	2935119	2941447	Plut89	421526	428058
Plob1	2971723	2980183	Plut89	386634	390550
Plob1	2987677	2998644	Plut89	377483	379467
Plob1	2999808	3014288	Plut89	352785	367160
Plob1	3026220	3071834	Plut89	300875	306658
Plob1	3072238	3086067	Plut89	286739	293078
Plob1	3094688	3132093	Plut89	234789	273956
Plob1	3132196	3134879	Plut89	232178	234709
Plob1	3137901	3150824	Plut89	216002	229947
Plob1	3155167	3168583	Plut89	198057	198858
Plob1	3178009	3213139	Plut89	147394	172301
Plob1	3228357	3237784	Plut89	143123	147526
Plob1	3255953	3269877	Plut89	102991	120650
Plob1	3274185	3311968	Plut483	358826	366021
Plob1	3351330	3351965	Plut89	30944	31691
Plob1	3352681	3356919	Plut89	15606	30334
Plob1	3373464	3437804	Plut89	44430	89908
Plob1	3618659	3629789	Plut483	331844	348350
Plob1	3633003	3650255	Plut483	287979	301086
Plob1	3660451	3664191	Plut483	259373	278734
Plob1	3679162	3712890	Plut483	256935	265236
Plob1	3718099	3730926	Plut483	237953	250257
Plob1	3737171	3744963	Plut483	199568	233022
Plob1	3745029	3757056	Plut483	181432	188221
Plob1	3767095	3780772	Plut483	156290	174720
Plob1	3789635	3833568	Plut483	125308	135733
Plob1	3839442	3845699	Plut483	41182	68687
Plob1	3974518	3980516	Plut8	2056784	2065406
Plob1	4182047	4185679	Plut635	246764	255600
Plob1	4189084	4201333	Plut635	237634	243357
Plob1	4201609	4212551	Plut635	209598	215808
Plob1	4212146	4246157	Plut635	173109	176184
Plob1	4247914	4249582	Plut635	164707	167921
Plob1	4271700	4293024	Plut635	122146	161758
Plob1	4299138	4341047	Plut635	93696	114648
Plob1	4344704	4348028	Plut635	78566	80180
