Pmea1	132257	138389	Pver269	180936	197758
Pmea1	162182	169390	Pver269	238586	240483
Pmea1	293152	298315	Pver269	170096	176236
Pmea1	301480	312161	Pver269	152748	167468
Pmea1	318860	326025	Pver269	143821	150586
Pmea1	326222	336115	Pver269	133791	143728
Pmea1	342043	342936	Pver269	121286	127066
Pmea1	355881	356771	Pver811	89167	91168
Pmea1	364348	371317	Pver811	82326	85679
Pmea1	376995	379172	Pver811	69453	79688
Pmea1	387529	400768	Pver811	53829	69706
Pmea1	400963	409043	Pver811	43316	48262
Pmea1	411250	426189	Pver811	27126	43148
Pmea1	426293	434599	Pver811	19223	21839
Pmea1	439209	440476	Pver811	12864	14795
Pmea1	464944	473606	Pver811	1	2508
Pmea1	503947	505228	Pver716	91890	95298
Pmea1	507201	511091	Pver716	87506	91617
Pmea1	512994	518581	Pver716	80206	86545
Pmea1	525809	532644	Pver716	67212	72918
Pmea1	553665	559284	Pver716	39681	45848
Pmea1	560213	568424	Pver716	27282	39198
Pmea1	577080	586466	Pver716	10789	22218
Pmea1	822460	823287	Pver776	100976	114956
Pmea1	824196	842132	Pver776	83193	100388
Pmea1	845647	856335	Pver776	66998	80331
Pmea1	856949	866474	Pver776	56839	66478
Pmea1	875415	911045	Pver776	10606	47740
Pmea1	916774	925807	Pver776	2573	5328
Pmea1	930078	937367	Pver776	509	1786
Pmea1	1144548	1163432	Pver771	105364	116368
Pmea1	1166703	1167857	Pver771	96376	103520
Pmea1	1175543	1180931	Pver771	93296	95288
Pmea1	1185821	1187653	Pver771	81036	92466
Pmea1	1188942	1198533	Pver771	72461	74418
Pmea1	1198212	1210521	Pver771	50836	69911
Pmea1	1344995	1348402	Pver32	491750	503630
Pmea1	1350677	1356711	Pver32	483290	490777
Pmea1	1357266	1405812	Pver32	434669	482770
Pmea1	1412537	1420216	Pver32	418036	425177
Pmea1	1421173	1429002	Pver32	409333	417258
Pmea1	1430620	1433448	Pver32	403805	406638
Pmea1	1440288	1442586	Pver32	390896	397003
Pmea1	1442169	1457978	Pver32	381107	383148
Pmea1	1459161	1460497	Pver32	366436	379943
Pmea1	1482164	1482633	Pver32	355104	355758
Pmea1	1512446	1513262	Pver32	350510	351872
Pmea1	1531491	1533867	Pver32	307846	328527
Pmea1	1537678	1539548	Pver103	354642	361578
Pmea1	1541834	1545922	Pver103	337786	340425
Pmea1	1567583	1576195	Pver103	325520	332126
Pmea1	1575914	1585636	Pver103	316266	326111
Pmea1	1587950	1589695	Pver103	289756	300700
Pmea1	1629144	1630198	Pver103	286563	289198
Pmea1	1676203	1692272	Pver378	276976	296391
Pmea1	1699023	1705666	Pver378	265938	273548
Pmea1	1778308	1786505	Pver378	204062	225438
Pmea1	1790909	1797300	Pver378	196786	203213
Pmea1	1797355	1806947	Pver378	189481	191918
Pmea1	1807010	1812211	Pver378	186426	189414
Pmea1	1814142	1824712	Pver378	155116	184065
Pmea1	1826155	1834697	Pver378	143553	153228
Pmea1	1852304	1867212	Pver378	134616	143171
Pmea1	1874256	1876251	Pver378	125020	130478
Pmea1	1877321	1881467	Pver378	115846	125129
Pmea1	1883726	1890000	Pver378	110901	115718
Pmea1	1890132	1904582	Pver378	73993	91768
Pmea1	1923589	1935349	Pver378	60346	63787
Pmea1	1937078	1943857	Pver378	26531	32561
Pmea1	1968043	1976432	Pver378	12244	25258
Pmea1	2011352	2016176	Pver267	206109	211928
Pmea1	2024166	2036625	Pver267	184924	204568
Pmea1	2037082	2043429	Pver267	180606	183619
Pmea1	2048492	2051164	Pver267	173199	180495
Pmea1	2054465	2063020	Pver267	145496	167378
Pmea1	2075570	2090403	Pver267	125356	140332
Pmea1	2094534	2113172	Pver267	102057	117678
Pmea1	2119110	2126304	Pver267	95162	98364
Pmea1	2126500	2129174	Pver267	80452	87408
Pmea1	2129838	2149423	Pver267	67851	80446
Pmea1	2151757	2157877	Pver267	26926	60863
Pmea1	2192301	2199919	Pver267	10920	20058
Pmea1	2288930	2290561	Pver127	1	25578
Pmea1	2293137	2302958	Pver44	723307	726889
Pmea1	2311408	2321640	Pver44	553581	567359
Pmea1	2351751	2362533	Pver44	514957	536879
Pmea1	2364051	2369980	Pver44	509728	515067
Pmea1	2421614	2424568	Pver44	492706	509779
Pmea1	2447931	2465840	Pver44	484198	493584
Pmea1	2466645	2482505	Pver44	448266	451449
Pmea1	2483281	2487743	Pver44	385675	393447
Pmea1	2488067	2495984	Pver44	375692	385586
Pmea1	2499618	2508781	Pver44	346744	354398
Pmea1	2508788	2514056	Pver728	109776	125851
Pmea1	2612501	2627781	Pver728	91703	108960
Pmea1	2648942	2658746	Pver728	84136	87079
Pmea1	2664118	2679169	Pver728	49625	59788
Pmea1	2704318	2710710	Pver728	39651	46488
Pmea1	2712560	2714680	Pver580	157469	161627
Pmea1	2718365	2719198	Pver580	153676	155527
Pmea1	2719816	2721331	Pver580	147621	153008
Pmea1	2751332	2752403	Pver580	133403	145614
Pmea1	2755124	2766322	Pver580	108834	122278
Pmea1	2776664	2795685	Pver580	74008	100938
Pmea1	2799454	2806447	Pver580	64646	73278
Pmea1	2807382	2824260	Pver580	46446	63814
Pmea1	2824660	2828964	Pver580	41698	46078
Pmea1	2829031	2836882	Pver580	33606	41711
Pmea1	2845738	2848146	Pver580	28874	33189
Pmea1	2850282	2858692	Pver580	17206	26313
Pmea1	2858783	2865275	Pver580	10118	17108
Pmea1	2866639	2870799	Pver580	6196	9265
Pmea1	2934560	2945461	Pver120	522883	525793
Pmea1	2951232	2953146	Pver120	518741	520833
Pmea1	2962107	2970142	Pver120	508069	515793
Pmea1	2977387	2984839	Pver120	496931	506877
Pmea1	2985908	2992405	Pver120	495011	496723
Pmea1	3010256	3044410	Pver120	465901	494469
Pmea1	3048000	3061718	Pver120	456457	461928
Pmea1	3062142	3070957	Pver120	426768	431218
Pmea1	3071034	3072376	Pver120	417761	426153
Pmea1	3079188	3088148	Pver120	413566	417122
Pmea1	3089298	3098048	Pver120	388041	395627
Pmea1	3098136	3106030	Pver120	364126	386513
Pmea1	3106415	3107848	Pver120	341248	355291
Pmea1	3116606	3123150	Pver120	320376	339193
Pmea1	3123462	3145824	Pver120	310670	317636
Pmea1	3147276	3160871	Pver120	298896	308527
Pmea1	3169288	3193240	Pver120	290305	298827
Pmea1	3192920	3200794	Pver120	282576	289398
Pmea1	3214621	3217551	Pver120	273166	281656
Pmea1	3218248	3229516	Pver120	265046	267184
Pmea1	3230422	3231691	Pver120	256113	264989
Pmea1	3255816	3260731	Pver120	242121	255788
Pmea1	3264738	3290296	Pver120	205201	238889
Pmea1	3291176	3292970	Pver120	181476	186791
Pmea1	3293371	3303022	Pver120	173437	180557
Pmea1	3325143	3328409	Pver120	156259	165954
Pmea1	3330144	3333310	Pver120	147558	150138
Pmea1	3334339	3336971	Pver120	134726	144563
Pmea1	3341384	3354325	Pver162	283354	324508
Pmea1	3356203	3359185	Pver162	263046	281146
Pmea1	3359506	3375966	Pver162	241360	249468
Pmea1	3381538	3394727	Pver162	208840	220170
Pmea1	3405696	3417010	Pver162	184296	197771
